행정동명,month,total_registered,시군구
서울특별시 강북구 송천동,2021-11,5869,강북구
서울특별시 강북구 송천동,2021-12,5931,강북구
서울특별시 강북구 송천동,2022-01,5956,강북구
서울특별시 강북구 송천동,2022-02,5972,강북구
서울특별시 강북구 송천동,2022-03,6001,강북구
서울특별시 강북구 송천동,2022-04,6025,강북구
서울특별시 강북구 송천동,2022-05,6051,강북구
서울특별시 강북구 송천동,2022-06,6066,강북구
서울특별시 강북구 송천동,2022-07,6085,강북구
서울특별시 강북구 송천동,2022-08,6108,강북구
서울특별시 강북구 송천동,2022-09,6131,강북구
서울특별시 강북구 송천동,2022-10,6162,강북구
서울특별시 강북구 송천동,2022-11,6194,강북구
서울특별시 강북구 송천동,2022-12,6209,강북구
서울특별시 강북구 송천동,2023-01,6231,강북구
서울특별시 강북구 송천동,2023-02,6254,강북구
서울특별시 강북구 송천동,2023-03,6282,강북구
서울특별시 강북구 송천동,2023-04,6307,강북구
서울특별시 강북구 송천동,2023-05,6343,강북구
서울특별시 강북구 송천동,2023-06,6368,강북구
서울특별시 강북구 송천동,2023-07,6383,강북구
서울특별시 강북구 송천동,2023-08,6394,강북구
서울특별시 강북구 송천동,2023-09,6414,강북구
서울특별시 강북구 송천동,2023-10,6435,강북구
서울특별시 강북구 송천동,2023-11,6464,강북구
서울특별시 강북구 송천동,2023-12,6483,강북구
서울특별시 강북구 수유1동,2021-11,5675,강북구
서울특별시 강북구 수유1동,2021-12,5725,강북구
서울특별시 강북구 수유1동,2022-01,5748,강북구
서울특별시 강북구 수유1동,2022-02,5761,강북구
서울특별시 강북구 수유1동,2022-03,5777,강북구
서울특별시 강북구 수유1동,2022-04,5805,강북구
서울특별시 강북구 수유1동,2022-05,5841,강북구
서울특별시 강북구 수유1동,2022-06,5858,강북구
서울특별시 강북구 수유1동,2022-07,5890,강북구
서울특별시 강북구 수유1동,2022-08,5916,강북구
서울특별시 강북구 수유1동,2022-09,5940,강북구
서울특별시 강북구 수유1동,2022-10,5964,강북구
서울특별시 강북구 수유1동,2022-11,5985,강북구
서울특별시 강북구 수유1동,2022-12,6011,강북구
서울특별시 강북구 수유1동,2023-01,6034,강북구
서울특별시 강북구 수유1동,2023-02,6049,강북구
서울특별시 강북구 수유1동,2023-03,6091,강북구
서울특별시 강북구 수유1동,2023-04,6115,강북구
서울특별시 강북구 수유1동,2023-05,6143,강북구
서울특별시 강북구 수유1동,2023-06,6175,강북구
서울특별시 강북구 수유1동,2023-07,6206,강북구
서울특별시 강북구 수유1동,2023-08,6227,강북구
서울특별시 강북구 수유1동,2023-09,6255,강북구
서울특별시 강북구 수유1동,2023-10,6273,강북구
서울특별시 강북구 수유1동,2023-11,6302,강북구
서울특별시 강북구 수유1동,2023-12,6335,강북구
서울특별시 강북구 수유2동,2021-11,5417,강북구
서울특별시 강북구 수유2동,2021-12,5477,강북구
서울특별시 강북구 수유2동,2022-01,5499,강북구
서울특별시 강북구 수유2동,2022-02,5516,강북구
서울특별시 강북구 수유2동,2022-03,5531,강북구
서울특별시 강북구 수유2동,2022-04,5562,강북구
서울특별시 강북구 수유2동,2022-05,5578,강북구
서울특별시 강북구 수유2동,2022-06,5602,강북구
서울특별시 강북구 수유2동,2022-07,5634,강북구
서울특별시 강북구 수유2동,2022-08,5654,강북구
서울특별시 강북구 수유2동,2022-09,5675,강북구
서울특별시 강북구 수유2동,2022-10,5700,강북구
서울특별시 강북구 수유2동,2022-11,5722,강북구
서울특별시 강북구 수유2동,2022-12,5746,강북구
서울특별시 강북구 수유2동,2023-01,5771,강북구
서울특별시 강북구 수유2동,2023-02,5799,강북구
서울특별시 강북구 수유2동,2023-03,5836,강북구
서울특별시 강북구 수유2동,2023-04,5863,강북구
서울특별시 강북구 수유2동,2023-05,5893,강북구
서울특별시 강북구 수유2동,2023-06,5932,강북구
서울특별시 강북구 수유2동,2023-07,5955,강북구
서울특별시 강북구 수유2동,2023-08,5972,강북구
서울특별시 강북구 수유2동,2023-09,5998,강북구
서울특별시 강북구 수유2동,2023-10,6025,강북구
서울특별시 강북구 수유2동,2023-11,6051,강북구
서울특별시 강북구 수유2동,2023-12,6068,강북구
서울특별시 강북구 수유3동,2021-11,5022,강북구
서울특별시 강북구 수유3동,2021-12,5058,강북구
서울특별시 강북구 수유3동,2022-01,5081,강북구
서울특별시 강북구 수유3동,2022-02,5093,강북구
서울특별시 강북구 수유3동,2022-03,5109,강북구
서울특별시 강북구 수유3동,2022-04,5127,강북구
서울특별시 강북구 수유3동,2022-05,5148,강북구
서울특별시 강북구 수유3동,2022-06,5162,강북구
서울특별시 강북구 수유3동,2022-07,5192,강북구
서울특별시 강북구 수유3동,2022-08,5209,강북구
서울특별시 강북구 수유3동,2022-09,5230,강북구
서울특별시 강북구 수유3동,2022-10,5254,강북구
서울특별시 강북구 수유3동,2022-11,5282,강북구
서울특별시 강북구 수유3동,2022-12,5301,강북구
서울특별시 강북구 수유3동,2023-01,5327,강북구
서울특별시 강북구 수유3동,2023-02,5346,강북구
서울특별시 강북구 수유3동,2023-03,5372,강북구
서울특별시 강북구 수유3동,2023-04,5387,강북구
서울특별시 강북구 수유3동,2023-05,5415,강북구
서울특별시 강북구 수유3동,2023-06,5443,강북구
서울특별시 강북구 수유3동,2023-07,5470,강북구
서울특별시 강북구 수유3동,2023-08,5484,강북구
서울특별시 강북구 수유3동,2023-09,5499,강북구
서울특별시 강북구 수유3동,2023-10,5515,강북구
서울특별시 강북구 수유3동,2023-11,5539,강북구
서울특별시 강북구 수유3동,2023-12,5557,강북구
서울특별시 강북구 우이동,2021-11,5928,강북구
서울특별시 강북구 우이동,2021-12,6004,강북구
서울특별시 강북구 우이동,2022-01,6026,강북구
서울특별시 강북구 우이동,2022-02,6046,강북구
서울특별시 강북구 우이동,2022-03,6067,강북구
서울특별시 강북구 우이동,2022-04,6104,강북구
서울특별시 강북구 우이동,2022-05,6129,강북구
서울특별시 강북구 우이동,2022-06,6152,강북구
서울특별시 강북구 우이동,2022-07,6180,강북구
서울특별시 강북구 우이동,2022-08,6203,강북구
서울특별시 강북구 우이동,2022-09,6216,강북구
서울특별시 강북구 우이동,2022-10,6242,강북구
서울특별시 강북구 우이동,2022-11,6274,강북구
서울특별시 강북구 우이동,2022-12,6306,강북구
서울특별시 강북구 우이동,2023-01,6333,강북구
서울특별시 강북구 우이동,2023-02,6368,강북구
서울특별시 강북구 우이동,2023-03,6400,강북구
서울특별시 강북구 우이동,2023-04,6431,강북구
서울특별시 강북구 우이동,2023-05,6462,강북구
서울특별시 강북구 우이동,2023-06,6492,강북구
서울특별시 강북구 우이동,2023-07,6518,강북구
서울특별시 강북구 우이동,2023-08,6541,강북구
서울특별시 강북구 우이동,2023-09,6572,강북구
서울특별시 강북구 우이동,2023-10,6607,강북구
서울특별시 강북구 우이동,2023-11,6641,강북구
서울특별시 강북구 우이동,2023-12,6657,강북구
서울특별시 강북구 인수동,2021-11,7629,강북구
서울특별시 강북구 인수동,2021-12,7691,강북구
서울특별시 강북구 인수동,2022-01,7715,강북구
서울특별시 강북구 인수동,2022-02,7744,강북구
서울특별시 강북구 인수동,2022-03,7779,강북구
서울특별시 강북구 인수동,2022-04,7812,강북구
서울특별시 강북구 인수동,2022-05,7851,강북구
서울특별시 강북구 인수동,2022-06,7885,강북구
서울특별시 강북구 인수동,2022-07,7915,강북구
서울특별시 강북구 인수동,2022-08,7950,강북구
서울특별시 강북구 인수동,2022-09,7986,강북구
서울특별시 강북구 인수동,2022-10,8023,강북구
서울특별시 강북구 인수동,2022-11,8055,강북구
서울특별시 강북구 인수동,2022-12,8104,강북구
서울특별시 강북구 인수동,2023-01,8134,강북구
서울특별시 강북구 인수동,2023-02,8161,강북구
서울특별시 강북구 인수동,2023-03,8210,강북구
서울특별시 강북구 인수동,2023-04,8244,강북구
서울특별시 강북구 인수동,2023-05,8282,강북구
서울특별시 강북구 인수동,2023-06,8315,강북구
서울특별시 강북구 인수동,2023-07,8358,강북구
서울특별시 강북구 인수동,2023-08,8383,강북구
서울특별시 강북구 인수동,2023-09,8411,강북구
서울특별시 강북구 인수동,2023-10,8439,강북구
서울특별시 강북구 인수동,2023-11,8476,강북구
서울특별시 강북구 인수동,2023-12,8504,강북구
서울특별시 강서구 가양1동,2021-11,25434,강서구
서울특별시 강서구 가양1동,2021-12,25828,강서구
서울특별시 강서구 가양1동,2022-01,25942,강서구
서울특별시 강서구 가양1동,2022-02,26025,강서구
서울특별시 강서구 가양1동,2022-03,26158,강서구
서울특별시 강서구 가양1동,2022-04,26246,강서구
서울특별시 강서구 가양1동,2022-05,26389,강서구
서울특별시 강서구 가양1동,2022-06,26512,강서구
서울특별시 강서구 가양1동,2022-07,26647,강서구
서울특별시 강서구 가양1동,2022-08,26780,강서구
서울특별시 강서구 가양1동,2022-09,26878,강서구
서울특별시 강서구 가양1동,2022-10,26989,강서구
서울특별시 강서구 가양1동,2022-11,27107,강서구
서울특별시 강서구 가양1동,2022-12,27219,강서구
서울특별시 강서구 가양1동,2023-01,27322,강서구
서울특별시 강서구 가양1동,2023-02,27426,강서구
서울특별시 강서구 가양1동,2023-03,27550,강서구
서울특별시 강서구 가양1동,2023-04,27662,강서구
서울특별시 강서구 가양1동,2023-05,27746,강서구
서울특별시 강서구 가양1동,2023-06,27863,강서구
서울특별시 강서구 가양1동,2023-07,27963,강서구
서울특별시 강서구 가양1동,2023-08,28053,강서구
서울특별시 강서구 가양1동,2023-09,28159,강서구
서울특별시 강서구 가양1동,2023-10,28258,강서구
서울특별시 강서구 가양1동,2023-11,28370,강서구
서울특별시 강서구 가양1동,2023-12,28465,강서구
서울특별시 강서구 가양2동,2021-11,4064,강서구
서울특별시 강서구 가양2동,2021-12,4094,강서구
서울특별시 강서구 가양2동,2022-01,4107,강서구
서울특별시 강서구 가양2동,2022-02,4122,강서구
서울특별시 강서구 가양2동,2022-03,4136,강서구
서울특별시 강서구 가양2동,2022-04,4164,강서구
서울특별시 강서구 가양2동,2022-05,4176,강서구
서울특별시 강서구 가양2동,2022-06,4191,강서구
서울특별시 강서구 가양2동,2022-07,4214,강서구
서울특별시 강서구 가양2동,2022-08,4238,강서구
서울특별시 강서구 가양2동,2022-09,4263,강서구
서울특별시 강서구 가양2동,2022-10,4284,강서구
서울특별시 강서구 가양2동,2022-11,4305,강서구
서울특별시 강서구 가양2동,2022-12,4313,강서구
서울특별시 강서구 가양2동,2023-01,4326,강서구
서울특별시 강서구 가양2동,2023-02,4341,강서구
서울특별시 강서구 가양2동,2023-03,4361,강서구
서울특별시 강서구 가양2동,2023-04,4376,강서구
서울특별시 강서구 가양2동,2023-05,4388,강서구
서울특별시 강서구 가양2동,2023-06,4399,강서구
서울특별시 강서구 가양2동,2023-07,4424,강서구
서울특별시 강서구 가양2동,2023-08,4439,강서구
서울특별시 강서구 가양2동,2023-09,4454,강서구
서울특별시 강서구 가양2동,2023-10,4468,강서구
서울특별시 강서구 가양2동,2023-11,4481,강서구
서울특별시 강서구 가양2동,2023-12,4493,강서구
서울특별시 강서구 가양3동,2021-11,6151,강서구
서울특별시 강서구 가양3동,2021-12,6209,강서구
서울특별시 강서구 가양3동,2022-01,6226,강서구
서울특별시 강서구 가양3동,2022-02,6248,강서구
서울특별시 강서구 가양3동,2022-03,6269,강서구
서울특별시 강서구 가양3동,2022-04,6302,강서구
서울특별시 강서구 가양3동,2022-05,6326,강서구
서울특별시 강서구 가양3동,2022-06,6348,강서구
서울특별시 강서구 가양3동,2022-07,6378,강서구
서울특별시 강서구 가양3동,2022-08,6403,강서구
서울특별시 강서구 가양3동,2022-09,6434,강서구
서울특별시 강서구 가양3동,2022-10,6452,강서구
서울특별시 강서구 가양3동,2022-11,6482,강서구
서울특별시 강서구 가양3동,2022-12,6505,강서구
서울특별시 강서구 가양3동,2023-01,6534,강서구
서울특별시 강서구 가양3동,2023-02,6553,강서구
서울특별시 강서구 가양3동,2023-03,6569,강서구
서울특별시 강서구 가양3동,2023-04,6589,강서구
서울특별시 강서구 가양3동,2023-05,6617,강서구
서울특별시 강서구 가양3동,2023-06,6652,강서구
서울특별시 강서구 가양3동,2023-07,6677,강서구
서울특별시 강서구 가양3동,2023-08,6687,강서구
서울특별시 강서구 가양3동,2023-09,6708,강서구
서울특별시 강서구 가양3동,2023-10,6723,강서구
서울특별시 강서구 가양3동,2023-11,6745,강서구
서울특별시 강서구 가양3동,2023-12,6761,강서구
서울특별시 강서구 공항동,2021-11,11986,강서구
서울특별시 강서구 공항동,2021-12,12118,강서구
서울특별시 강서구 공항동,2022-01,12190,강서구
서울특별시 강서구 공항동,2022-02,12247,강서구
서울특별시 강서구 공항동,2022-03,12316,강서구
서울특별시 강서구 공항동,2022-04,12377,강서구
서울특별시 강서구 공항동,2022-05,12427,강서구
서울특별시 강서구 공항동,2022-06,12494,강서구
서울특별시 강서구 공항동,2022-07,12550,강서구
서울특별시 강서구 공항동,2022-08,12603,강서구
서울특별시 강서구 공항동,2022-09,12669,강서구
서울특별시 강서구 공항동,2022-10,12724,강서구
서울특별시 강서구 공항동,2022-11,12787,강서구
서울특별시 강서구 공항동,2022-12,12825,강서구
서울특별시 강서구 공항동,2023-01,12903,강서구
서울특별시 강서구 공항동,2023-02,12960,강서구
서울특별시 강서구 공항동,2023-03,13028,강서구
서울특별시 강서구 공항동,2023-04,13094,강서구
서울특별시 강서구 공항동,2023-05,13148,강서구
서울특별시 강서구 공항동,2023-06,13209,강서구
서울특별시 강서구 공항동,2023-07,13261,강서구
서울특별시 강서구 공항동,2023-08,13299,강서구
서울특별시 강서구 공항동,2023-09,13353,강서구
서울특별시 강서구 공항동,2023-10,13403,강서구
서울특별시 강서구 공항동,2023-11,13467,강서구
서울특별시 강서구 공항동,2023-12,13521,강서구
서울특별시 강서구 등촌1동,2021-11,9228,강서구
서울특별시 강서구 등촌1동,2021-12,9298,강서구
서울특별시 강서구 등촌1동,2022-01,9331,강서구
서울특별시 강서구 등촌1동,2022-02,9367,강서구
서울특별시 강서구 등촌1동,2022-03,9412,강서구
서울특별시 강서구 등촌1동,2022-04,9464,강서구
서울특별시 강서구 등촌1동,2022-05,9516,강서구
서울특별시 강서구 등촌1동,2022-06,9557,강서구
서울특별시 강서구 등촌1동,2022-07,9615,강서구
서울특별시 강서구 등촌1동,2022-08,9664,강서구
서울특별시 강서구 등촌1동,2022-09,9708,강서구
서울특별시 강서구 등촌1동,2022-10,9762,강서구
서울특별시 강서구 등촌1동,2022-11,9820,강서구
서울특별시 강서구 등촌1동,2022-12,9873,강서구
서울특별시 강서구 등촌1동,2023-01,9925,강서구
서울특별시 강서구 등촌1동,2023-02,9973,강서구
서울특별시 강서구 등촌1동,2023-03,10034,강서구
서울특별시 강서구 등촌1동,2023-04,10090,강서구
서울특별시 강서구 등촌1동,2023-05,10144,강서구
서울특별시 강서구 등촌1동,2023-06,10215,강서구
서울특별시 강서구 등촌1동,2023-07,10260,강서구
서울특별시 강서구 등촌1동,2023-08,10297,강서구
서울특별시 강서구 등촌1동,2023-09,10355,강서구
서울특별시 강서구 등촌1동,2023-10,10399,강서구
서울특별시 강서구 등촌1동,2023-11,10466,강서구
서울특별시 강서구 등촌1동,2023-12,10515,강서구
서울특별시 강서구 등촌2동,2021-11,6919,강서구
서울특별시 강서구 등촌2동,2021-12,6993,강서구
서울특별시 강서구 등촌2동,2022-01,7032,강서구
서울특별시 강서구 등촌2동,2022-02,7057,강서구
서울특별시 강서구 등촌2동,2022-03,7092,강서구
서울특별시 강서구 등촌2동,2022-04,7127,강서구
서울특별시 강서구 등촌2동,2022-05,7154,강서구
서울특별시 강서구 등촌2동,2022-06,7184,강서구
서울특별시 강서구 등촌2동,2022-07,7212,강서구
서울특별시 강서구 등촌2동,2022-08,7230,강서구
서울특별시 강서구 등촌2동,2022-09,7267,강서구
서울특별시 강서구 등촌2동,2022-10,7288,강서구
서울특별시 강서구 등촌2동,2022-11,7318,강서구
서울특별시 강서구 등촌2동,2022-12,7344,강서구
서울특별시 강서구 등촌2동,2023-01,7379,강서구
서울특별시 강서구 등촌2동,2023-02,7403,강서구
서울특별시 강서구 등촌2동,2023-03,7438,강서구
서울특별시 강서구 등촌2동,2023-04,7479,강서구
서울특별시 강서구 등촌2동,2023-05,7507,강서구
서울특별시 강서구 등촌2동,2023-06,7541,강서구
서울특별시 강서구 등촌2동,2023-07,7569,강서구
서울특별시 강서구 등촌2동,2023-08,7598,강서구
서울특별시 강서구 등촌2동,2023-09,7623,강서구
서울특별시 강서구 등촌2동,2023-10,7650,강서구
서울특별시 강서구 등촌2동,2023-11,7678,강서구
서울특별시 강서구 등촌2동,2023-12,7705,강서구
서울특별시 강서구 등촌3동,2021-11,9007,강서구
서울특별시 강서구 등촌3동,2021-12,9063,강서구
서울특별시 강서구 등촌3동,2022-01,9089,강서구
서울특별시 강서구 등촌3동,2022-02,9103,강서구
서울특별시 강서구 등촌3동,2022-03,9141,강서구
서울특별시 강서구 등촌3동,2022-04,9170,강서구
서울특별시 강서구 등촌3동,2022-05,9204,강서구
서울특별시 강서구 등촌3동,2022-06,9235,강서구
서울특별시 강서구 등촌3동,2022-07,9266,강서구
서울특별시 강서구 등촌3동,2022-08,9299,강서구
서울특별시 강서구 등촌3동,2022-09,9332,강서구
서울특별시 강서구 등촌3동,2022-10,9363,강서구
서울특별시 강서구 등촌3동,2022-11,9415,강서구
서울특별시 강서구 등촌3동,2022-12,9449,강서구
서울특별시 강서구 등촌3동,2023-01,9485,강서구
서울특별시 강서구 등촌3동,2023-02,9509,강서구
서울특별시 강서구 등촌3동,2023-03,9543,강서구
서울특별시 강서구 등촌3동,2023-04,9574,강서구
서울특별시 강서구 등촌3동,2023-05,9612,강서구
서울특별시 강서구 등촌3동,2023-06,9662,강서구
서울특별시 강서구 등촌3동,2023-07,9712,강서구
서울특별시 강서구 등촌3동,2023-08,9749,강서구
서울특별시 강서구 등촌3동,2023-09,9782,강서구
서울특별시 강서구 등촌3동,2023-10,9814,강서구
서울특별시 강서구 등촌3동,2023-11,9857,강서구
서울특별시 강서구 등촌3동,2023-12,9880,강서구
서울특별시 강서구 발산1동,2021-11,14004,강서구
서울특별시 강서구 발산1동,2021-12,14164,강서구
서울특별시 강서구 발산1동,2022-01,14250,강서구
서울특별시 강서구 발산1동,2022-02,14302,강서구
서울특별시 강서구 발산1동,2022-03,14372,강서구
서울특별시 강서구 발산1동,2022-04,14433,강서구
서울특별시 강서구 발산1동,2022-05,14507,강서구
서울특별시 강서구 발산1동,2022-06,14574,강서구
서울특별시 강서구 발산1동,2022-07,14634,강서구
서울특별시 강서구 발산1동,2022-08,14717,강서구
서울특별시 강서구 발산1동,2022-09,14778,강서구
서울특별시 강서구 발산1동,2022-10,14838,강서구
서울특별시 강서구 발산1동,2022-11,14935,강서구
서울특별시 강서구 발산1동,2022-12,15007,강서구
서울특별시 강서구 발산1동,2023-01,15081,강서구
서울특별시 강서구 발산1동,2023-02,15156,강서구
서울특별시 강서구 발산1동,2023-03,15237,강서구
서울특별시 강서구 발산1동,2023-04,15297,강서구
서울특별시 강서구 발산1동,2023-05,15383,강서구
서울특별시 강서구 발산1동,2023-06,15473,강서구
서울특별시 강서구 발산1동,2023-07,15557,강서구
서울특별시 강서구 발산1동,2023-08,15623,강서구
서울특별시 강서구 발산1동,2023-09,15728,강서구
서울특별시 강서구 발산1동,2023-10,15806,강서구
서울특별시 강서구 발산1동,2023-11,15875,강서구
서울특별시 강서구 발산1동,2023-12,15933,강서구
서울특별시 강서구 방화1동,2021-11,15284,강서구
서울특별시 강서구 방화1동,2021-12,15422,강서구
서울특별시 강서구 방화1동,2022-01,15500,강서구
서울특별시 강서구 방화1동,2022-02,15542,강서구
서울특별시 강서구 방화1동,2022-03,15593,강서구
서울특별시 강서구 방화1동,2022-04,15658,강서구
서울특별시 강서구 방화1동,2022-05,15736,강서구
서울특별시 강서구 방화1동,2022-06,15803,강서구
서울특별시 강서구 방화1동,2022-07,15863,강서구
서울특별시 강서구 방화1동,2022-08,15920,강서구
서울특별시 강서구 방화1동,2022-09,15982,강서구
서울특별시 강서구 방화1동,2022-10,16049,강서구
서울특별시 강서구 방화1동,2022-11,16108,강서구
서울특별시 강서구 방화1동,2022-12,16173,강서구
서울특별시 강서구 방화1동,2023-01,16248,강서구
서울특별시 강서구 방화1동,2023-02,16301,강서구
서울특별시 강서구 방화1동,2023-03,16388,강서구
서울특별시 강서구 방화1동,2023-04,16456,강서구
서울특별시 강서구 방화1동,2023-05,16535,강서구
서울특별시 강서구 방화1동,2023-06,16619,강서구
서울특별시 강서구 방화1동,2023-07,16693,강서구
서울특별시 강서구 방화1동,2023-08,16751,강서구
서울특별시 강서구 방화1동,2023-09,16828,강서구
서울특별시 강서구 방화1동,2023-10,16902,강서구
서울특별시 강서구 방화1동,2023-11,16961,강서구
서울특별시 강서구 방화1동,2023-12,17023,강서구
서울특별시 강서구 방화2동,2021-11,10129,강서구
서울특별시 강서구 방화2동,2021-12,10229,강서구
서울특별시 강서구 방화2동,2022-01,10270,강서구
서울특별시 강서구 방화2동,2022-02,10305,강서구
서울특별시 강서구 방화2동,2022-03,10362,강서구
서울특별시 강서구 방화2동,2022-04,10421,강서구
서울특별시 강서구 방화2동,2022-05,10483,강서구
서울특별시 강서구 방화2동,2022-06,10526,강서구
서울특별시 강서구 방화2동,2022-07,10576,강서구
서울특별시 강서구 방화2동,2022-08,10630,강서구
서울특별시 강서구 방화2동,2022-09,10689,강서구
서울특별시 강서구 방화2동,2022-10,10753,강서구
서울특별시 강서구 방화2동,2022-11,10808,강서구
서울특별시 강서구 방화2동,2022-12,10865,강서구
서울특별시 강서구 방화2동,2023-01,10927,강서구
서울특별시 강서구 방화2동,2023-02,10989,강서구
서울특별시 강서구 방화2동,2023-03,11083,강서구
서울특별시 강서구 방화2동,2023-04,11160,강서구
서울특별시 강서구 방화2동,2023-05,11216,강서구
서울특별시 강서구 방화2동,2023-06,11288,강서구
서울특별시 강서구 방화2동,2023-07,11340,강서구
서울특별시 강서구 방화2동,2023-08,11374,강서구
서울특별시 강서구 방화2동,2023-09,11424,강서구
서울특별시 강서구 방화2동,2023-10,11481,강서구
서울특별시 강서구 방화2동,2023-11,11548,강서구
서울특별시 강서구 방화2동,2023-12,11590,강서구
서울특별시 강서구 방화3동,2021-11,7477,강서구
서울특별시 강서구 방화3동,2021-12,7537,강서구
서울특별시 강서구 방화3동,2022-01,7567,강서구
서울특별시 강서구 방화3동,2022-02,7592,강서구
서울특별시 강서구 방화3동,2022-03,7623,강서구
서울특별시 강서구 방화3동,2022-04,7652,강서구
서울특별시 강서구 방화3동,2022-05,7681,강서구
서울특별시 강서구 방화3동,2022-06,7715,강서구
서울특별시 강서구 방화3동,2022-07,7739,강서구
서울특별시 강서구 방화3동,2022-08,7764,강서구
서울특별시 강서구 방화3동,2022-09,7789,강서구
서울특별시 강서구 방화3동,2022-10,7818,강서구
서울특별시 강서구 방화3동,2022-11,7848,강서구
서울특별시 강서구 방화3동,2022-12,7877,강서구
서울특별시 강서구 방화3동,2023-01,7904,강서구
서울특별시 강서구 방화3동,2023-02,7926,강서구
서울특별시 강서구 방화3동,2023-03,7968,강서구
서울특별시 강서구 방화3동,2023-04,7988,강서구
서울특별시 강서구 방화3동,2023-05,8022,강서구
서울특별시 강서구 방화3동,2023-06,8048,강서구
서울특별시 강서구 방화3동,2023-07,8070,강서구
서울특별시 강서구 방화3동,2023-08,8096,강서구
서울특별시 강서구 방화3동,2023-09,8125,강서구
서울특별시 강서구 방화3동,2023-10,8153,강서구
서울특별시 강서구 방화3동,2023-11,8197,강서구
서울특별시 강서구 방화3동,2023-12,8221,강서구
서울특별시 강서구 염창동,2021-11,15593,강서구
서울특별시 강서구 염창동,2021-12,15741,강서구
서울특별시 강서구 염창동,2022-01,15788,강서구
서울특별시 강서구 염창동,2022-02,15842,강서구
서울특별시 강서구 염창동,2022-03,15906,강서구
서울특별시 강서구 염창동,2022-04,15992,강서구
서울특별시 강서구 염창동,2022-05,16059,강서구
서울특별시 강서구 염창동,2022-06,16124,강서구
서울특별시 강서구 염창동,2022-07,16207,강서구
서울특별시 강서구 염창동,2022-08,16285,강서구
서울특별시 강서구 염창동,2022-09,16357,강서구
서울특별시 강서구 염창동,2022-10,16432,강서구
서울특별시 강서구 염창동,2022-11,16527,강서구
서울특별시 강서구 염창동,2022-12,16593,강서구
서울특별시 강서구 염창동,2023-01,16672,강서구
서울특별시 강서구 염창동,2023-02,16743,강서구
서울특별시 강서구 염창동,2023-03,16840,강서구
서울특별시 강서구 염창동,2023-04,16938,강서구
서울특별시 강서구 염창동,2023-05,17030,강서구
서울특별시 강서구 염창동,2023-06,17098,강서구
서울특별시 강서구 염창동,2023-07,17178,강서구
서울특별시 강서구 염창동,2023-08,17239,강서구
서울특별시 강서구 염창동,2023-09,17319,강서구
서울특별시 강서구 염창동,2023-10,17401,강서구
서울특별시 강서구 염창동,2023-11,17489,강서구
서울특별시 강서구 염창동,2023-12,17558,강서구
서울특별시 강서구 우장산동,2021-11,14020,강서구
서울특별시 강서구 우장산동,2021-12,14116,강서구
서울특별시 강서구 우장산동,2022-01,14165,강서구
서울특별시 강서구 우장산동,2022-02,14204,강서구
서울특별시 강서구 우장산동,2022-03,14271,강서구
서울특별시 강서구 우장산동,2022-04,14327,강서구
서울특별시 강서구 우장산동,2022-05,14390,강서구
서울특별시 강서구 우장산동,2022-06,14447,강서구
서울특별시 강서구 우장산동,2022-07,14509,강서구
서울특별시 강서구 우장산동,2022-08,14577,강서구
서울특별시 강서구 우장산동,2022-09,14637,강서구
서울특별시 강서구 우장산동,2022-10,14699,강서구
서울특별시 강서구 우장산동,2022-11,14761,강서구
서울특별시 강서구 우장산동,2022-12,14830,강서구
서울특별시 강서구 우장산동,2023-01,14905,강서구
서울특별시 강서구 우장산동,2023-02,14950,강서구
서울특별시 강서구 우장산동,2023-03,15031,강서구
서울특별시 강서구 우장산동,2023-04,15095,강서구
서울특별시 강서구 우장산동,2023-05,15164,강서구
서울특별시 강서구 우장산동,2023-06,15262,강서구
서울특별시 강서구 우장산동,2023-07,15324,강서구
서울특별시 강서구 우장산동,2023-08,15393,강서구
서울특별시 강서구 우장산동,2023-09,15455,강서구
서울특별시 강서구 우장산동,2023-10,15518,강서구
서울특별시 강서구 우장산동,2023-11,15580,강서구
서울특별시 강서구 우장산동,2023-12,15640,강서구
서울특별시 강서구 화곡1동,2021-11,16110,강서구
서울특별시 강서구 화곡1동,2021-12,16280,강서구
서울특별시 강서구 화곡1동,2022-01,16347,강서구
서울특별시 강서구 화곡1동,2022-02,16436,강서구
서울특별시 강서구 화곡1동,2022-03,16516,강서구
서울특별시 강서구 화곡1동,2022-04,16602,강서구
서울특별시 강서구 화곡1동,2022-05,16687,강서구
서울특별시 강서구 화곡1동,2022-06,16782,강서구
서울특별시 강서구 화곡1동,2022-07,16883,강서구
서울특별시 강서구 화곡1동,2022-08,16947,강서구
서울특별시 강서구 화곡1동,2022-09,17033,강서구
서울특별시 강서구 화곡1동,2022-10,17118,강서구
서울특별시 강서구 화곡1동,2022-11,17187,강서구
서울특별시 강서구 화곡1동,2022-12,17275,강서구
서울특별시 강서구 화곡1동,2023-01,17354,강서구
서울특별시 강서구 화곡1동,2023-02,17423,강서구
서울특별시 강서구 화곡1동,2023-03,17511,강서구
서울특별시 강서구 화곡1동,2023-04,17587,강서구
서울특별시 강서구 화곡1동,2023-05,17668,강서구
서울특별시 강서구 화곡1동,2023-06,17766,강서구
서울특별시 강서구 화곡1동,2023-07,17861,강서구
서울특별시 강서구 화곡1동,2023-08,17924,강서구
서울특별시 강서구 화곡1동,2023-09,17988,강서구
서울특별시 강서구 화곡1동,2023-10,18066,강서구
